0	10	192.594898
0	17	80.198915
0	11	45.097646
0	15	81.257008
1	17	233.712938
1	13	32.058074
1	11	206.413615
2	10	198.226618
2	11	54.315178
2	13	245.816450
3	16	16.363417
3	12	126.151792
4	14	92.416847
4	13	177.219050
4	15	25.811598
4	8	155.142713
4	7	77.965806
5	17	61.827575
5	11	107.820610
5	16	144.171020
5	12	97.118428
6	10	39.752931
6	14	196.127454
7	10	72.793969
7	15	56.063974
7	12	122.149001
7	17	139.401480
8	17	190.988731
8	14	184.595467
9	12	79.943287
9	10	103.552191
9	14	75.998983
9	16	75.000132
10	18	28.088273
10	22	78.916812
10	17	166.177886
11	23	176.291991
11	19	126.673168
12	18	208.209916
12	22	259.205824
12	19	146.482155
13	22	77.405879
13	18	61.629527
14	23	94.240582
14	22	231.420959
14	20	143.465553
15	19	85.804833
15	20	59.764333
15	23	206.747022
16	21	39.024935
16	19	178.381381
16	20	118.262314
17	20	142.813928
17	18	193.021053
17	22	240.596515
18	33	81.308427
18	35	122.414231
18	25	28.354196
18	34	136.160767
18	27	98.658292
18	28	255.618397
19	26	107.459579
19	29	174.695906
19	25	135.859769
19	27	77.150512
19	34	134.562256
20	26	50.409596
20	31	196.093336
20	32	233.828989
20	28	221.448040
20	24	45.200971
21	34	71.088211
21	25	57.578779
21	26	61.467119
21	28	170.210326
21	35	161.293266
21	23	162.933885
22	35	155.761987
22	32	297.070599
22	26	157.207655
23	28	44.106054
23	33	300.015086
23	27	211.556635
23	29	166.962094
23	34	150.656478
